dataset,model,window_s,seed,test_subject_0based,test_accuracy_percent,source,source_file,validation_status
KUL,MHANet,0.5,2025,10,51.5625,exp038,exp038_legacy_baselines_fair/derived_results/loso_cell_results.csv,PASS
KUL,MHANet,0.5,2025,11,58.14236111111111,exp038,exp038_legacy_baselines_fair/derived_results/loso_cell_results.csv,PASS
KUL,MHANet,0.5,2025,12,87.79513888888889,exp038,exp038_legacy_baselines_fair/derived_results/loso_cell_results.csv,PASS
KUL,MHANet,0.5,2025,13,89.77430555555556,exp038,exp038_legacy_baselines_fair/derived_results/loso_cell_results.csv,PASS
KUL,MHANet,0.5,2025,14,51.770833333333336,exp038,exp038_legacy_baselines_fair/derived_results/loso_cell_results.csv,PASS
KUL,MHANet,0.5,2025,15,88.94097222222223,exp038,exp038_legacy_baselines_fair/derived_results/loso_cell_results.csv,PASS
KUL,MDFNet,0.5,2025,0,62.04861111111111,exp042,exp042_aaai_mdfnet_loso_3windows/raw_results/full/KUL_MDFNet_w64_s00/attempt1,PASS
KUL,MDFNet,0.5,2025,1,88.85416666666667,exp042,exp042_aaai_mdfnet_loso_3windows/raw_results/full/KUL_MDFNet_w64_s01/attempt1,PASS
KUL,MDFNet,0.5,2025,2,58.97569444444445,exp042,exp042_aaai_mdfnet_loso_3windows/raw_results/full/KUL_MDFNet_w64_s02/attempt1,PASS
KUL,MDFNet,0.5,2025,3,55.486111111111114,exp042,exp042_aaai_mdfnet_loso_3windows/raw_results/full/KUL_MDFNet_w64_s03/attempt1,PASS
KUL,MDFNet,0.5,2025,4,89.53125,exp042,exp042_aaai_mdfnet_loso_3windows/raw_results/full/KUL_MDFNet_w64_s04/attempt1,PASS
KUL,MDFNet,0.5,2025,5,46.18055555555556,exp042,exp042_aaai_mdfnet_loso_3windows/raw_results/full/KUL_MDFNet_w64_s05/attempt1,PASS
KUL,MDFNet,0.5,2025,6,50.69444444444444,exp042,exp042_aaai_mdfnet_loso_3windows/raw_results/full/KUL_MDFNet_w64_s06/attempt1,PASS
KUL,MDFNet,0.5,2025,7,81.04166666666667,exp042,exp042_aaai_mdfnet_loso_3windows/raw_results/full/KUL_MDFNet_w64_s07/attempt1,PASS
KUL,MDFNet,0.5,2025,8,82.70833333333333,exp042,exp042_aaai_mdfnet_loso_3windows/raw_results/full/KUL_MDFNet_w64_s08/attempt1,PASS
KUL,MDFNet,0.5,2025,9,55.12152777777778,exp042,exp042_aaai_mdfnet_loso_3windows/raw_results/full/KUL_MDFNet_w64_s09/attempt1,PASS
KUL,MDFNet,0.5,2025,10,51.701388888888886,exp042,exp042_aaai_mdfnet_loso_3windows/raw_results/full/KUL_MDFNet_w64_s10/attempt1,PASS
KUL,MDFNet,0.5,2025,11,53.05555555555556,exp042,exp042_aaai_mdfnet_loso_3windows/raw_results/full/KUL_MDFNet_w64_s11/attempt1,PASS
KUL,MDFNet,0.5,2025,12,80.81597222222221,exp042,exp042_aaai_mdfnet_loso_3windows/raw_results/full/KUL_MDFNet_w64_s12/attempt1,PASS
KUL,MDFNet,0.5,2025,13,91.82291666666667,exp042,exp042_aaai_mdfnet_loso_3windows/raw_results/full/KUL_MDFNet_w64_s13/attempt1,PASS
KUL,MDFNet,0.5,2025,14,56.49305555555556,exp042,exp042_aaai_mdfnet_loso_3windows/raw_results/full/KUL_MDFNet_w64_s14/attempt1,PASS
KUL,MDFNet,0.5,2025,15,98.95833333333334,exp042,exp042_aaai_mdfnet_loso_3windows/raw_results/full/KUL_MDFNet_w64_s15/attempt1,PASS
